League , Years ,Round , Home Team , Away Team , HomeScore , Away Score ,ALL Possession Ball possession Home ,ALL Possession Ball possession Away ,ALL Shots Total shots Home ,ALL Shots Total shots Away ,ALL Shots Shots on target Home ,ALL Shots Shots on target Away ,ALL Shots Shots off target Home ,ALL Shots Shots off target Away ,ALL Shots Blocked shots Home ,ALL Shots Blocked shots Away ,ALL TVData Corner kicks Home ,ALL TVData Corner kicks Away ,ALL TVData Offsides Home ,ALL TVData Offsides Away ,ALL TVData Fouls Home ,ALL TVData Fouls Away ,ALL TVData Yellow cards Home ,ALL TVData Yellow cards Away ,ALL TVData Red cards Home ,ALL TVData Red cards Away ,ALL Shots extra Goalkeeper saves Home ,ALL Shots extra Goalkeeper saves Away ,
LaLiga ,14/15 ,31 ,Real Sociedad ,Deportivo La Coruña ,2 ,2 ,49% ,51% ,null ,null ,6 ,5 ,2 ,7 ,null ,null ,5 ,7 ,4 ,2 ,11 ,18 ,4 ,4 ,0 ,0 ,3 ,4 ,
LaLiga ,14/15 ,31 ,Córdoba ,Elche CF ,0 ,2 ,49% ,51% ,null ,null ,2 ,4 ,10 ,2 ,null ,null ,8 ,3 ,2 ,1 ,10 ,24 ,0 ,2 ,1 ,0 ,2 ,1 ,
LaLiga ,14/15 ,31 ,Valencia ,Levante ,3 ,0 ,57% ,43% ,null ,null ,5 ,4 ,5 ,8 ,null ,null ,5 ,4 ,4 ,1 ,10 ,12 ,3 ,3 ,0 ,0 ,3 ,2 ,
LaLiga ,14/15 ,32 ,Levante ,Espanyol ,2 ,2 ,55% ,45% ,null ,null ,4 ,5 ,3 ,2 ,null ,null ,8 ,4 ,2 ,1 ,15 ,19 ,1 ,3 ,0 ,0 ,3 ,1 ,
LaLiga ,14/15 ,32 ,Barcelona ,Valencia ,2 ,0 ,67% ,33% ,null ,null ,5 ,2 ,5 ,4 ,null ,null ,6 ,3 ,3 ,1 ,17 ,19 ,4 ,4 ,0 ,0 ,1 ,2 ,
LaLiga ,14/15 ,32 ,Deportivo La Coruña ,Atlético Madrid ,1 ,2 ,53% ,47% ,null ,null ,2 ,9 ,1 ,2 ,null ,null ,5 ,6 ,0 ,3 ,16 ,14 ,2 ,4 ,0 ,0 ,7 ,1 ,
LaLiga ,14/15 ,32 ,Real Madrid ,Málaga ,3 ,1 ,70% ,30% ,null ,null ,6 ,2 ,5 ,6 ,null ,null ,4 ,3 ,5 ,0 ,11 ,25 ,2 ,2 ,0 ,0 ,1 ,3 ,
LaLiga ,14/15 ,32 ,Athletic Bilbao ,Getafe ,4 ,0 ,65% ,35% ,null ,null ,8 ,1 ,11 ,0 ,null ,null ,6 ,1 ,1 ,2 ,11 ,11 ,2 ,4 ,0 ,1 ,1 ,4 ,
LaLiga ,14/15 ,32 ,Rayo Vallecano ,Almería ,2 ,0 ,50% ,50% ,null ,null ,8 ,4 ,3 ,1 ,null ,null ,5 ,7 ,5 ,1 ,18 ,13 ,1 ,2 ,0 ,0 ,4 ,6 ,
LaLiga ,14/15 ,32 ,Granada ,Sevilla ,1 ,1 ,43% ,57% ,null ,null ,2 ,3 ,5 ,10 ,null ,null ,5 ,9 ,0 ,2 ,16 ,14 ,2 ,2 ,0 ,0 ,3 ,1 ,
LaLiga ,14/15 ,32 ,Villarreal ,Córdoba ,0 ,0 ,58% ,42% ,null ,null ,9 ,5 ,6 ,2 ,null ,null ,12 ,3 ,3 ,0 ,13 ,16 ,1 ,4 ,0 ,0 ,5 ,7 ,
LaLiga ,14/15 ,32 ,Eibar ,Celta Vigo ,0 ,1 ,41% ,59% ,null ,null ,4 ,4 ,4 ,7 ,null ,null ,1 ,9 ,2 ,2 ,9 ,19 ,2 ,2 ,0 ,0 ,3 ,3 ,
LaLiga ,14/15 ,32 ,Elche CF ,Real Sociedad ,1 ,0 ,45% ,55% ,null ,null ,2 ,2 ,4 ,1 ,null ,null ,7 ,4 ,2 ,3 ,22 ,11 ,3 ,4 ,0 ,0 ,2 ,1 ,
LaLiga ,14/15 ,33 ,Córdoba ,Athletic Bilbao ,0 ,1 ,51% ,49% ,null ,null ,3 ,5 ,11 ,7 ,null ,null ,9 ,5 ,1 ,4 ,13 ,18 ,2 ,3 ,0 ,0 ,4 ,3 ,
LaLiga ,14/15 ,33 ,Espanyol ,Barcelona ,0 ,2 ,36% ,64% ,null ,null ,3 ,6 ,2 ,4 ,null ,null ,5 ,3 ,2 ,2 ,20 ,13 ,6 ,3 ,1 ,1 ,3 ,3 ,
LaLiga ,14/15 ,33 ,Atlético Madrid ,Elche CF ,3 ,0 ,54% ,46% ,null ,null ,9 ,3 ,6 ,5 ,null ,null ,9 ,8 ,2 ,2 ,12 ,17 ,3 ,2 ,0 ,0 ,3 ,6 ,
LaLiga ,14/15 ,33 ,Getafe ,Levante ,0 ,1 ,60% ,40% ,null ,null ,3 ,3 ,5 ,5 ,null ,null ,5 ,5 ,5 ,2 ,9 ,15 ,4 ,3 ,0 ,0 ,2 ,3 ,
LaLiga ,14/15 ,33 ,Real Sociedad ,Villarreal ,0 ,0 ,60% ,40% ,null ,null ,3 ,4 ,6 ,5 ,null ,null ,7 ,9 ,1 ,5 ,16 ,10 ,1 ,4 ,0 ,0 ,4 ,3 ,
LaLiga ,14/15 ,33 ,Málaga ,Deportivo La Coruña ,1 ,1 ,58% ,42% ,null ,null ,6 ,4 ,5 ,4 ,null ,null ,9 ,5 ,7 ,1 ,15 ,16 ,5 ,1 ,0 ,0 ,2 ,4 ,
LaLiga ,14/15 ,33 ,Almería ,Eibar ,2 ,0 ,56% ,44% ,null ,null ,4 ,4 ,3 ,1 ,null ,null ,5 ,7 ,1 ,1 ,10 ,12 ,4 ,3 ,0 ,0 ,4 ,1 ,
LaLiga ,14/15 ,33 ,Sevilla ,Rayo Vallecano ,2 ,0 ,47% ,53% ,null ,null ,8 ,3 ,3 ,12 ,null ,null ,5 ,8 ,5 ,3 ,15 ,14 ,0 ,2 ,0 ,0 ,3 ,7 ,
LaLiga ,14/15 ,33 ,Celta Vigo ,Real Madrid ,2 ,4 ,55% ,45% ,null ,null ,3 ,8 ,8 ,2 ,null ,null ,5 ,4 ,1 ,3 ,16 ,7 ,3 ,2 ,0 ,0 ,3 ,2 ,
LaLiga ,14/15 ,33 ,Valencia ,Granada ,4 ,0 ,62% ,38% ,null ,null ,7 ,0 ,4 ,2 ,null ,null ,2 ,6 ,2 ,0 ,13 ,15 ,3 ,3 ,0 ,0 ,0 ,3 ,
LaLiga ,14/15 ,34 ,Barcelona ,Getafe ,6 ,0 ,73% ,27% ,null ,null ,12 ,4 ,7 ,3 ,null ,null ,5 ,6 ,1 ,3 ,11 ,5 ,null ,null ,null ,null ,3 ,6 ,
LaLiga ,14/15 ,34 ,Athletic Bilbao ,Real Sociedad ,1 ,1 ,57% ,43% ,null ,null ,2 ,9 ,5 ,4 ,null ,null ,7 ,3 ,6 ,0 ,15 ,12 ,2 ,2 ,0 ,1 ,7 ,1 ,
LaLiga ,14/15 ,34 ,Levante ,Córdoba ,1 ,0 ,45% ,55% ,null ,null ,3 ,2 ,6 ,6 ,null ,null ,6 ,5 ,1 ,1 ,15 ,9 ,3 ,3 ,0 ,0 ,2 ,2 ,
LaLiga ,14/15 ,34 ,Celta Vigo ,Málaga ,1 ,0 ,66% ,34% ,null ,null ,3 ,3 ,9 ,3 ,null ,null ,3 ,5 ,2 ,3 ,6 ,13 ,2 ,5 ,0 ,0 ,2 ,1 ,
LaLiga ,14/15 ,34 ,Eibar ,Sevilla ,1 ,3 ,55% ,45% ,null ,null ,2 ,7 ,4 ,2 ,null ,null ,4 ,2 ,1 ,1 ,16 ,10 ,3 ,2 ,0 ,0 ,4 ,1 ,
LaLiga ,14/15 ,34 ,Real Madrid ,Almería ,3 ,0 ,55% ,45% ,null ,null ,4 ,2 ,13 ,5 ,null ,null ,10 ,4 ,null ,null ,9 ,12 ,1 ,0 ,0 ,0 ,2 ,2 ,
LaLiga ,14/15 ,34 ,Elche CF ,Deportivo La Coruña ,4 ,0 ,60% ,40% ,null ,null ,6 ,5 ,2 ,4 ,null ,null ,3 ,4 ,6 ,3 ,6 ,9 ,1 ,2 ,0 ,0 ,4 ,2 ,
LaLiga ,14/15 ,34 ,Villarreal ,Atlético Madrid ,0 ,1 ,47% ,53% ,null ,null ,4 ,6 ,5 ,8 ,null ,null ,7 ,1 ,3 ,2 ,6 ,17 ,0 ,5 ,0 ,0 ,5 ,4 ,
LaLiga ,14/15 ,34 ,Rayo Vallecano ,Valencia ,1 ,1 ,48% ,52% ,0 ,0 ,5 ,6 ,4 ,5 ,0 ,0 ,4 ,8 ,5 ,2 ,20 ,15 ,2 ,1 ,1 ,1 ,4 ,4 ,
LaLiga ,14/15 ,34 ,Granada ,Espanyol ,1 ,2 ,54% ,46% ,0 ,0 ,4 ,3 ,9 ,2 ,0 ,0 ,8 ,1 ,0 ,2 ,17 ,15 ,2 ,3 ,0 ,0 ,1 ,3 ,
LaLiga ,14/15 ,35 ,Real Sociedad ,Levante ,3 ,0 ,54% ,46% ,0 ,0 ,3 ,3 ,4 ,6 ,0 ,0 ,3 ,7 ,2 ,1 ,14 ,13 ,2 ,3 ,0 ,0 ,3 ,0 ,
LaLiga ,14/15 ,35 ,Córdoba ,Barcelona ,0 ,8 ,31% ,69% ,0 ,0 ,1 ,11 ,4 ,7 ,0 ,0 ,5 ,8 ,1 ,1 ,10 ,2 ,1 ,0 ,0 ,0 ,2 ,1 ,
LaLiga ,14/15 ,35 ,Atlético Madrid ,Athletic Bilbao ,0 ,0 ,55% ,45% ,0 ,0 ,4 ,0 ,2 ,5 ,0 ,0 ,9 ,2 ,8 ,2 ,9 ,18 ,2 ,3 ,0 ,1 ,0 ,4 ,
LaLiga ,14/15 ,35 ,Sevilla ,Real Madrid ,2 ,3 ,42% ,58% ,null ,null ,4 ,6 ,5 ,6 ,null ,null ,8 ,1 ,5 ,2 ,11 ,9 ,4 ,2 ,0 ,0 ,3 ,2 ,
LaLiga ,14/15 ,35 ,Deportivo La Coruña ,Villarreal ,1 ,1 ,61% ,39% ,0 ,0 ,4 ,2 ,3 ,3 ,0 ,0 ,4 ,2 ,4 ,7 ,14 ,12 ,1 ,5 ,0 ,0 ,1 ,3 ,
LaLiga ,14/15 ,35 ,Espanyol ,Rayo Vallecano ,1 ,1 ,56% ,44% ,0 ,0 ,7 ,4 ,2 ,3 ,0 ,0 ,5 ,1 ,1 ,9 ,18 ,16 ,4 ,1 ,1 ,0 ,3 ,5 ,
LaLiga ,14/15 ,35 ,Getafe ,Granada ,1 ,2 ,52% ,48% ,0 ,0 ,5 ,6 ,7 ,4 ,0 ,0 ,4 ,6 ,5 ,1 ,16 ,17 ,3 ,4 ,0 ,0 ,4 ,3 ,
LaLiga ,14/15 ,35 ,Valencia ,Eibar ,3 ,1 ,55% ,45% ,0 ,0 ,7 ,1 ,5 ,6 ,0 ,0 ,7 ,5 ,3 ,1 ,8 ,17 ,2 ,1 ,0 ,0 ,0 ,4 ,
LaLiga ,14/15 ,35 ,Málaga ,Elche CF ,1 ,2 ,60% ,40% ,0 ,0 ,11 ,3 ,4 ,3 ,0 ,0 ,5 ,2 ,7 ,4 ,15 ,17 ,3 ,1 ,0 ,1 ,1 ,9 ,
LaLiga ,14/15 ,35 ,Almería ,Celta Vigo ,2 ,2 ,47% ,53% ,0 ,0 ,3 ,5 ,5 ,2 ,0 ,0 ,3 ,6 ,0 ,2 ,13 ,8 ,3 ,3 ,1 ,1 ,2 ,1 ,
LaLiga ,14/15 ,36 ,Eibar ,Espanyol ,0 ,2 ,41% ,59% ,10 ,12 ,4 ,6 ,6 ,6 ,0 ,0 ,4 ,2 ,1 ,1 ,16 ,13 ,2 ,4 ,0 ,0 ,4 ,4 ,
LaLiga ,14/15 ,36 ,Granada ,Córdoba ,2 ,0 ,58% ,42% ,0 ,0 ,8 ,1 ,10 ,2 ,0 ,0 ,8 ,1 ,2 ,3 ,14 ,11 ,2 ,3 ,0 ,2 ,1 ,6 ,
LaLiga ,14/15 ,36 ,Barcelona ,Real Sociedad ,2 ,0 ,66% ,34% ,13 ,4 ,7 ,2 ,6 ,2 ,0 ,0 ,10 ,3 ,6 ,6 ,9 ,13 ,1 ,5 ,0 ,0 ,2 ,5 ,
LaLiga ,14/15 ,36 ,Real Madrid ,Valencia ,2 ,2 ,64% ,36% ,20 ,12 ,12 ,4 ,8 ,8 ,null ,null ,12 ,9 ,2 ,0 ,14 ,19 ,4 ,4 ,0 ,0 ,2 ,8 ,
LaLiga ,14/15 ,36 ,Athletic Bilbao ,Deportivo La Coruña ,1 ,1 ,49% ,51% ,0 ,0 ,6 ,1 ,3 ,4 ,0 ,0 ,3 ,3 ,5 ,5 ,12 ,14 ,4 ,4 ,0 ,0 ,0 ,4 ,
LaLiga ,14/15 ,36 ,Levante ,Atlético Madrid ,2 ,2 ,44% ,56% ,5 ,8 ,4 ,7 ,1 ,1 ,0 ,0 ,2 ,6 ,0 ,4 ,6 ,16 ,2 ,2 ,0 ,0 ,5 ,2 ,
LaLiga ,14/15 ,36 ,Villarreal ,Elche CF ,1 ,0 ,43% ,57% ,9 ,12 ,5 ,4 ,4 ,8 ,0 ,0 ,8 ,5 ,2 ,3 ,15 ,5 ,1 ,2 ,0 ,0 ,2 ,4 ,
LaLiga ,14/15 ,36 ,Almería ,Málaga ,1 ,2 ,47% ,53% ,9 ,11 ,4 ,5 ,5 ,6 ,0 ,0 ,7 ,6 ,1 ,3 ,15 ,17 ,3 ,4 ,0 ,0 ,4 ,3 ,
LaLiga ,14/15 ,36 ,Celta Vigo ,Sevilla ,1 ,1 ,64% ,36% ,0 ,0 ,1 ,5 ,8 ,3 ,0 ,0 ,4 ,2 ,1 ,2 ,17 ,14 ,3 ,5 ,0 ,0 ,3 ,0 ,
LaLiga ,14/15 ,36 ,Rayo Vallecano ,Getafe ,2 ,0 ,48% ,52% ,12 ,7 ,4 ,3 ,8 ,4 ,0 ,0 ,8 ,5 ,2 ,4 ,14 ,12 ,2 ,1 ,1 ,1 ,3 ,2 ,
LaLiga ,14/15 ,37 ,Atlético Madrid ,Barcelona ,0 ,1 ,27% ,73% ,7 ,9 ,2 ,5 ,5 ,4 ,0 ,0 ,6 ,5 ,1 ,1 ,22 ,6 ,5 ,3 ,0 ,0 ,4 ,2 ,
LaLiga ,14/15 ,37 ,Córdoba ,Rayo Vallecano ,1 ,2 ,42% ,58% ,0 ,0 ,4 ,10 ,4 ,7 ,0 ,0 ,5 ,8 ,3 ,3 ,6 ,14 ,null ,null ,null ,null ,8 ,1 ,
LaLiga ,14/15 ,37 ,Deportivo La Coruña ,Levante ,2 ,0 ,60% ,40% ,5 ,2 ,2 ,1 ,3 ,1 ,0 ,0 ,8 ,3 ,4 ,2 ,11 ,12 ,3 ,2 ,0 ,0 ,1 ,0 ,
LaLiga ,14/15 ,37 ,Elche CF ,Athletic Bilbao ,2 ,3 ,48% ,52% ,9 ,13 ,3 ,5 ,6 ,8 ,0 ,0 ,1 ,9 ,7 ,4 ,16 ,12 ,2 ,2 ,0 ,0 ,2 ,1 ,
LaLiga ,14/15 ,37 ,Espanyol ,Real Madrid ,1 ,4 ,44% ,56% ,12 ,14 ,4 ,6 ,8 ,8 ,0 ,0 ,2 ,5 ,3 ,5 ,17 ,11 ,2 ,4 ,0 ,0 ,2 ,3 ,
LaLiga ,14/15 ,37 ,Getafe ,Eibar ,1 ,1 ,56% ,44% ,7 ,4 ,3 ,2 ,4 ,2 ,0 ,0 ,6 ,4 ,null ,null ,11 ,11 ,0 ,2 ,0 ,0 ,0 ,2 ,
LaLiga ,14/15 ,37 ,Real Sociedad ,Granada ,0 ,3 ,46% ,54% ,9 ,11 ,4 ,5 ,5 ,6 ,0 ,0 ,4 ,3 ,3 ,5 ,11 ,16 ,1 ,2 ,0 ,0 ,2 ,3 ,
LaLiga ,14/15 ,37 ,Sevilla ,Almería ,2 ,1 ,60% ,40% ,6 ,7 ,3 ,3 ,3 ,4 ,0 ,0 ,5 ,4 ,3 ,1 ,13 ,13 ,0 ,4 ,0 ,1 ,2 ,1 ,
LaLiga ,14/15 ,37 ,Valencia ,Celta Vigo ,1 ,1 ,56% ,44% ,15 ,11 ,7 ,4 ,8 ,7 ,0 ,0 ,7 ,7 ,1 ,2 ,9 ,18 ,1 ,5 ,0 ,0 ,3 ,6 ,
LaLiga ,14/15 ,37 ,Villarreal ,Málaga ,2 ,1 ,48% ,52% ,5 ,14 ,2 ,5 ,3 ,9 ,0 ,0 ,3 ,9 ,5 ,4 ,8 ,14 ,3 ,1 ,0 ,0 ,4 ,0 ,
LaLiga ,14/15 ,38 ,Levante ,Elche CF ,0 ,0 ,55% ,45% ,0 ,0 ,1 ,5 ,4 ,5 ,0 ,0 ,4 ,4 ,1 ,0 ,13 ,14 ,2 ,3 ,0 ,0 ,5 ,1 ,
LaLiga ,14/15 ,38 ,Almería ,Valencia ,2 ,3 ,49% ,51% ,0 ,0 ,2 ,6 ,5 ,3 ,0 ,0 ,3 ,6 ,1 ,2 ,20 ,19 ,2 ,5 ,0 ,1 ,3 ,0 ,
LaLiga ,14/15 ,38 ,Athletic Bilbao ,Villarreal ,4 ,0 ,52% ,48% ,0 ,0 ,8 ,2 ,8 ,6 ,0 ,0 ,4 ,5 ,2 ,1 ,13 ,6 ,0 ,1 ,0 ,0 ,2 ,4 ,
LaLiga ,14/15 ,38 ,Barcelona ,Deportivo La Coruña ,2 ,2 ,76% ,24% ,0 ,0 ,7 ,2 ,6 ,3 ,0 ,0 ,4 ,4 ,4 ,3 ,6 ,9 ,1 ,3 ,0 ,0 ,0 ,5 ,
LaLiga ,14/15 ,38 ,Celta Vigo ,Espanyol ,3 ,2 ,45% ,55% ,0 ,0 ,8 ,5 ,4 ,7 ,0 ,0 ,2 ,2 ,6 ,2 ,10 ,15 ,2 ,1 ,1 ,0 ,2 ,5 ,
LaLiga ,14/15 ,38 ,Eibar ,Córdoba ,3 ,0 ,52% ,48% ,0 ,0 ,5 ,5 ,2 ,3 ,0 ,0 ,4 ,5 ,2 ,0 ,12 ,7 ,1 ,0 ,0 ,0 ,5 ,2 ,
LaLiga ,14/15 ,38 ,Granada ,Atlético Madrid ,0 ,0 ,47% ,53% ,0 ,0 ,0 ,1 ,2 ,1 ,0 ,0 ,4 ,0 ,0 ,1 ,9 ,12 ,null ,null ,null ,null ,1 ,0 ,
LaLiga ,14/15 ,38 ,Málaga ,Sevilla ,2 ,3 ,54% ,46% ,15 ,12 ,10 ,9 ,5 ,3 ,0 ,0 ,7 ,1 ,0 ,7 ,12 ,9 ,2 ,2 ,1 ,0 ,6 ,8 ,
LaLiga ,14/15 ,38 ,Rayo Vallecano ,Real Sociedad ,2 ,4 ,55% ,45% ,0 ,0 ,5 ,10 ,6 ,1 ,0 ,0 ,9 ,2 ,6 ,3 ,11 ,13 ,1 ,1 ,0 ,0 ,6 ,2 ,
LaLiga ,14/15 ,38 ,Real Madrid ,Getafe ,7 ,3 ,58% ,42% ,0 ,0 ,13 ,5 ,3 ,6 ,0 ,0 ,8 ,7 ,2 ,0 ,13 ,10 ,2 ,2 ,0 ,0 ,2 ,5 ,
